bigg_id,reaction_name,,subsytem
TRIPVStev,Exit of triol metabolite of pravastatin into hepatic vein,,Drug metabolism
TSACMGLUChr,Glucuronidation of thiomethyl-sulphoxide-conjugate of acetaminophen in hepatocytes,,Drug metabolism
TSACMSULhc,Sulphation of thiomethyl-sulphoxide-conjugate of acetaminophen in hepatocytes,,Drug metabolism
TSACMSULtev,Efflux of thiomethyl-sulphoxide-acetaminophen-sulphate into hepatic vein,,Drug metabolism
12HTACRitr,12HTACRitr,,Drug metabolism
14HMDZitr,14HMDZitr,,Drug metabolism
1513TACRitr,1513TACRitr,,Drug metabolism
1531TACRitr,1531TACRitr,,Drug metabolism
1HIBUPGLUitr,1HIBUPGLUitr,,Drug metabolism
1HMDGLUCitr,1HMDGLUCitr,,Drug metabolism
2HATVACIDGLUCitr,2HATVACIDGLUCitr,,Drug metabolism
2HATVLACGLUCitr,2HATVLACGLUCitr,,Drug metabolism
2HIBUP_Ritr,2HIBUP Ritr,,Drug metabolism
35DHPVSitr,35DHPVSitr,,Drug metabolism
35DSMVitr,35DSMVitr,,Drug metabolism
3HIBUP_Ritr,3HIBUP Ritr,,Drug metabolism
3HLVSTitr,3HLVSTitr,,Drug metabolism
3HPVSCOAitm,3HPVSCOAitm,,Drug metabolism
3HPVSCOAitx,3HPVSCOAitx,,Drug metabolism
3HSMVitr,3HSMVitr,,Drug metabolism
4BHGLZitr,4BHGLZitr,,Drug metabolism
4HATVLACitr,4HATVLACitr,,Drug metabolism
4HMDGLUCitr,4HMDGLUCitr,,Drug metabolism
56DHPVSitr,56DHPVSitr,,Drug metabolism
5OHFVSitr,5OHFVSitr,,Drug metabolism
EX_rbl__D_e,EX rbl D[e],,Extracellular exchange
EX_M01966_e,EX M01966[e],,Extracellular exchange
EX_M02155_e,EX M02155[e],,Extracellular exchange
EX_M01989_e,EX M01989[e],,Extracellular exchange
EX_M01881_e,EX M01881[e],,Extracellular exchange
EX_M03131_e,EX M03131[e],,Extracellular exchange
EX_n5m2masn_e,EX n5m2masn[e],,Extracellular exchange
EX_hretn_e,EX hretn[e],,Extracellular exchange
SK_ile__L_c,Sink ile L[c],,Intracellular source/sink
SK_leu__L_c,Sink leu L[c],,Intracellular source/sink
SK_met__L_c,Sink met L[c],,Intracellular source/sink
SK_phe__L_c,Sink phe L[c],,Intracellular source/sink
SK_trp__L_c,Sink trp L[c],,Intracellular source/sink
SK_asp__L_c,Sink asp L[c],,Intracellular source/sink
SK_cys__L_c,Sink cys L[c],,Intracellular source/sink
SK_gln__L_c,Sink gln L[c],,Intracellular source/sink
SK_glu__L_c,Sink glu L[c],,Intracellular source/sink
SK_ser__L_c,Sink ser L[c],,Intracellular source/sink
SK_gly_c,Sink gly[c],,Intracellular source/sink
SK_4abut_l,Sink 4abut[l],,Intracellular source/sink
DM_CE1261_c,DM CE1261[c],,Intracellular demand
DM_4glu56dihdind_c,DM 4glu56dihdind[c],,Intracellular demand
DM_5cysdopa_c,DM 5cysdopa[c],,Intracellular demand
DM_dopa_c,DM dopa[c],,Intracellular demand
DM_ach_c,DM ach[c],,Intracellular demand
DM_hista_c,DM hista[c],,Intracellular demand
DM_kynate_c,DM kynate[c],,Intracellular demand
DM_cbl2_m,DM cbl2[m],,Intracellular demand
DM_1a2425thvitd2_m,DM 1a2425thvitd2[m],,Intracellular demand
DM_btn_m,DM btn[m],,Intracellular demand
DM_btn_n,DM btn[n],,Intracellular demand
DCMPtm,DCMPtm,,"Transport, mitochondrial"
DM_protein_c,DM PROTEIN,,Intracellular demand
ATPS4mi,ATP synthase (four protons for one ATP),,Oxidative phosphorylation
CYOR_u10mi,CYOR u10mi,,Oxidative phosphorylation
Htmi,Htmi,,"Transport, mitochondrial"
NADH2_u10mi,NADH2 u10mi,,Oxidative phosphorylation
CYOOm3i,CYOOm3i,,Oxidative phosphorylation
ALLOP1tu,Uptake of allopurinol by the enterocytes,,Drug metabolism
ALLOPOXDhep,Oxidation of allopurinol to oxypurinol in hepatocytes,,Drug metabolism
ALLOPtepvb,Uptake of allopurinol by the hepatocytes,,Drug metabolism
AM19CSALThr,Alternative pathway for formation of AM19 from AM1 in hepatocytes,,Drug metabolism
AM1A4NCShc,Demethylation of AM1A to AM1A4N in hepatocytes,,Drug metabolism
AM1ACCShr,Oxidation of AM1c to AM1Ac in hepatocytes (alternative mechanism),,Drug metabolism
AM1ACStep,Efflux of AM1A (cyclosporine) into portal blood,,Drug metabolism
AM1CCStev,Efflux of AM1c-cyclosporine into hepatic vein,,Drug metabolism
AM1CGLCteb,Efflux of AM1c-glucuronide into bile,,Drug metabolism
AM1CSAhr,Oxidation of cyclosporine to AM1 in hepatocytes,,Drug metabolism
AM4N9CShr,Oxidation of AM4N to AM4N9 in hepatocytes,,Drug metabolism
AM9CSAhr,Oxidation of cyclosporine to AM9 in hepatocytes,,Drug metabolism
AM9CSAteb,Efflux of AM9-cyclosporine into bile,,Drug metabolism
AM9CSAtep,Efflux of AM9 (cyclosporine) into portal blood,,Drug metabolism
ATVACIDMCTtu,Uptake of atorvastatin by enterocytes by MCT1,,Drug metabolism
ATVACIDhc,Conversion of lactone to acid form of atorvastatin in hepatocytes,,Drug metabolism
ATVACIDhr,Spontaneous conversion of atorvastatin ether glucuronide (G1) to atorvastatin-acid,,Drug metabolism
ATVACYLGLUChc,Glucuronidation of atorvastatin to atorvastatin acyl glucuronide (G2) in hepatocytes,,Drug metabolism
ATVETHGLUChc,Glucuronidation of atorvastatin to atorvastatin ether glucuronide (G1) in hepatocytes,,Drug metabolism
ATVLACThc,Uptake of atorvastatin-lactone into hepatocytes,,Drug metabolism
ATVLACh2r,Spontaneous conversion of glucuronide (G2) to lactone form of atorvastatin,,Drug metabolism
EX_3hpvstet_e,Exchange reaction of 3-S-hydroxy-pravastatin-tetranor in hepatic vein,,Extracellular exchange
EX_3hsmvacid_e,Exchange reaction for 3-hydroxy-simvastatin-acid form form in bile,,Extracellular exchange
EX_3ispvs_e,Exchange reaction for 3-alpha-iso-pravastatin in portal blood,,Extracellular exchange
EX_4bhglz_e,Exchange reaction for 4-beta-OH-gliclazide in hepatic vein,,Extracellular exchange
EX_4hatvlac_e,Exchange reaction for 4-hydroxy-atorvastatin-lactone in portal blood,,Extracellular exchange
EX_4ohmdz_e,Exchange reaction for 4-OH-midazolam in hepatic vein,,Extracellular exchange
EX_56eppvs_e,"Exchange reaction of 5,6-epoxy-3-alpha-iso-pravastatin in hepatic vein",,Extracellular exchange
EX_5ohfvsglu_e,Exchnage reaction for 5-hydroxy-fluvastatin-glucuronide in hepatic vein,,Extracellular exchange
EX_6ahglz_e,Exchange reaction for 6-alpha-OH-gliclazide in hepatic vein,,Extracellular exchange
EX_6bhglz_e,Exchange reaction for 6-beta-OH-gliclazide in hepatic vein,,Extracellular exchange
EX_6bhglzglc_e,Exchange reaction for 6-beta-OH-gliclazide-glucuronide in hepatic vein,,Extracellular exchange
EX_6csmvacid_e,Exchange reaction for 6-beta-carboxy-simvastatin-acid form in bile,,Extracellular exchange
EX_6hlvst_e,Exchange reaction for 6-beta-hydroxy-lovastatin in portal blood,,Extracellular exchange
EX_6hsmvacid_e,Exchange reaction for 6-beta-hydroxy simvastatin acid in bile,,Extracellular exchange
EX_6melvacid_e,Exchange reaction for 6-exomethylene-lovastatin-acid form in bile,,Extracellular exchange
EX_6melvst_e,Exchange reaction for 6-exomethylene-lovastatin in portal blood,,Extracellular exchange
EX_6ohfvsglu_e,Exchange reaction for 6-hydroxy-fluvastatin-glucuronide in hepatic vein,,Extracellular exchange
EX_7bhglzglc_e,Exchange reaction for 7-beta-OH-gliclazide-glucuronide in hepatic vein,,Extracellular exchange
EX_acmp_e,Exchange reaction for acetaminophen in small intestinal lumen,,Extracellular exchange
EX_acmpglu_e,Exchange reaction for acetaminophen-glucuronide-conjugate in portal blood,,Extracellular exchange
EX_allop_e,Exchange reaction for allopurinol in intestinal lumen,,Extracellular exchange
EX_am1a4ncs_e,Exchange reaction for AM1A4N-cyclosporine in bile,,Extracellular exchange
EX_am1accs_e,Exchange reaction for AM1Ac-cyclosporine in hepatic vein,,Extracellular exchange
EX_am1acs_e,Exchange reaction for AM1A (cyclosporine) in portal blood,,Extracellular exchange
EX_am1c9cs_e,Exchange reaction for AM1c9-cyclosporine in hepatic vein,,Extracellular exchange
EX_am1ccs_e,Exchange reaction for AM1c-cyclosporine in hepatic vein,,Extracellular exchange
EX_am4n9cs_e,Exchange reaction for AM4N9-cyclosporine in hepatic vein,,Extracellular exchange
EX_atvlac_e,Exchange reaction for atorvastatin-lactone in portal blood,,Extracellular exchange
EX_caribup_s_e,Exchange reaction for S-carboxy ibuprofen in hepatic vein,,Extracellular exchange
EX_caribupglu__S_e,Exchange reaction for S-carboxy ibuprofen glucuronide in hepatic vein,,Extracellular exchange
EX_crglz_e,Exchange reaction for carboxy-gliclazide in hepatic vein,,Extracellular exchange
EX_crvsm1_e,Exchange reaction for cerivastatin-M1 in hepatic vein,,Extracellular exchange
EX_crvsm23_e,Exchange reaction for cerivastatin-M23 in hepatic vein,,Extracellular exchange
EX_csasulp_e,Exchange reaction for cyclosporine-sulphate in hepatic vein,,Extracellular exchange
EX_cysacmp_e,Exchange reaction for cysteine-conjugate-acetaminophen in hepatic vein,,Extracellular exchange
EX_deoxfvs_e,Exchange reaction for deoxy-fluvastatin-dinor in hepatic vein,,Extracellular exchange
EX_desfvs_e,Exchange reaction for N-desisopropyl-fluvastatin in bile,,Extracellular exchange
EX_fvstet_e,Exchange reaction for des-isopropyl-dihydro-fluvastatin-tetranor in hepatic vein,,Extracellular exchange
EX_ibup__S_e,Exchange reaction for ibuprofen S in intestinal lumen,,Extracellular exchange
EX_lstn1gluc_e,Exchange reaction for Losartan-N1-glucuronide in hepatic vein,,Extracellular exchange
EX_lstnm2_e,Exchange reaction for Losartan-M2 in hepatic vein,,Extracellular exchange
LST4EXPhr,Oxidation of losartan to active metabolite EXP3174 (M6) in hepatocytes,,Drug metabolism
LSTN1GLUChr,Formation of losartan-N1-glucuronide in hepatocytes,,Drug metabolism
LSTNM7TDhc,Uptake of Losartan-N2-glucuronide / Losartan-M7 into hepatocytes via diffusion,,Drug metabolism
LSTNM7hr,Glucuronidation of losartan to losartan-M7/Losartan-N2-glucuronide in hepatocytes,,Drug metabolism
LSTNtd,Uptake of losartan via diffusion into enterocytes,,Drug metabolism
LVSTACIDtu,Efflux of lovastatin acid by P-gp from the enterocytes into lumen,,Drug metabolism
LVSTACOXD6Hhep,Hydroxylation of lovastatin-hydroxyacid form to 6-beta-hydroxy-lovastatin-acid form,,Drug metabolism
LVSTOXD6METhep,Oxidation of lovastatin to 6-exomethylene-lovastatin in hepatocytes,,Drug metabolism
LVSTPGPtu,Efflux of lovastatin lactone by P-gp from the enterocytes into lumen,,Drug metabolism
LVSTtu,Uptake of lovastatin by enterocytes,,Drug metabolism
MDZGLCtev,Efflux of midazolam-glucuronide into hepatic vein,,Drug metabolism
MDZtd,Uptake of midazolam by enterocytes,,Drug metabolism
MERACMPtep,Efflux of acetaminophen-mercapturate-conjugate from enterocytes into portal blood,,Drug metabolism
MHGLZABCt,Excretion of Methyl-hydroxy-gliclazide into bile,,Drug metabolism
MHGLZtev,Excretion of Methyl-hydroxy-gliclazide into hepatic vein,,Drug metabolism
NDERSVteb,Efflux of N-desmethyl-rosuvastatin into bile,,Drug metabolism
NFDACOXDhc,Oxidation of acid metabolite of nifedipine in hepatocytes,,Drug metabolism
NFDACtep,Exit of acid metabolite of nifedipine into portal vein,,Drug metabolism
NFDLAChc,Lactonization of hydroxy metabolite of nifedipine in hepatocytes,,Drug metabolism
NFDLACtep,Exit of lactone form of nifedipine into portal vein,,Drug metabolism
OXYPR7tehv,Release of oxypurinol-7-riboside into hepatic vein,,Drug metabolism
OXYPthc,Uptake of oxypurinol by hepatocytes,,Drug metabolism
OXYPtepv,Release of oxypurinol into portal blood,,Drug metabolism
PROFVSCOAhc,Beta oxidation (4 cycles) & CYP oxidation of fluvastatin-CoA to des-isoproylpropionic-acid-fluvastatin-CoA in hepatocytes,,Drug metabolism
PROFVShc,Thioesterase/ hydrolase for release of des-isoproylpropionic-acid-fluvastatin in hepatocytes,,Drug metabolism
PTVSTGLUChc,Glucuronidation of pitavastatin in hepatocytes,,Drug metabolism
PTVSTLAChc,Spontaneous conversion of glucuronide to lactone form of pitavastatin in hepatocytes,,Drug metabolism
PTVSTLACtev,Exit of pravastatin-lactone into hepatic vein,,Drug metabolism
PTVSTM3eb,Efflux of pitavastatin-M3 into bile,,Drug metabolism
PTVSTM3hc,Oxidation of pitavastatin to pitavastatin-M3 in hepatocytes,,Drug metabolism
PTVSThc,Hydrolysis of latone to free acid form of pitavastatin in hepatocytes,,Drug metabolism
PTVSTtu,Uptake of pitavastatin by enterocytes,,Drug metabolism
PVSATPtu,Pravastatin efflux into lumen for excretion into feces,,Drug metabolism
PVSGLUChc,Glucuronidation of pravastatin in hepatocytes,,Drug metabolism
PVSGLUCteb,Efflux of pravastatin glucuronide into bile,,Drug metabolism
PVSHtu,Uptake of pravastatin by enterocytes via proton coupled mechanism,,Drug metabolism
PVSOATPtu,Uptake of pravastatin by enterocytes,,Drug metabolism
NFDACitr,NFDACitr,,Drug metabolism
ACMPGLUTitr,ACMPGLUTitr,,Drug metabolism
NAPQIhr,NAPQIhr,,Drug metabolism
UDPRIBc,UDPRIBc,,Drug metabolism
GLYitr,GLYitr,,Drug metabolism
PAPitr,PAPitr,,Drug metabolism
13DMTitr,13DMTitr,,Drug metabolism
15DMTitr,15DMTitr,,Drug metabolism
ATVACIDitr,ATVACIDitr,,Drug metabolism
ATVLACitr,ATVLACitr,,Drug metabolism
31DMTitr,31DMTitr,,Drug metabolism
AM1CCSitr,AM1CCSitr,,Drug metabolism
LST4EXPitr,LST4EXPitr,,Drug metabolism
RSVitr,RSVitr,,Drug metabolism
TRIPVSitr,TRIPVSitr,,Drug metabolism
SMVACIDitr,SMVACIDitr,,Drug metabolism
PTVSTitr,PTVSTitr,,Drug metabolism
AM1CSAitr,AM1CSAitr,,Drug metabolism
1A25HVITD2tm,1A25HVITD2tm,,"Transport, mitochondrial"
EX_C13856_e,EX C13856[e],,Extracellular exchange
EX_M02956_e,EX M02956[e],,Extracellular exchange
EX_M00241_e,EX M00241[e],,Extracellular exchange
EX_M00003_e,EX M00003[e],,Extracellular exchange
EX_M00010_e,EX M00010[e],,Extracellular exchange
EX_M00017_e,EX M00017[e],,Extracellular exchange
EX_M00021_e,EX M00021[e],,Extracellular exchange
EX_M00260_e,EX M00260[e],,Extracellular exchange
EX_M00265_e,EX M00265[e],,Extracellular exchange
EX_M01207_e,EX M01207[e],,Extracellular exchange
EX_M02613_e,EX M02613[e],,Extracellular exchange
EX_M03045_e,EX M03045[e],,Extracellular exchange
EX_M03051_e,EX M03051[e],,Extracellular exchange
EX_M03153_e,EX M03153[e],,Extracellular exchange
EX_M02561_e,EX M02561[e],,Extracellular exchange
EX_M02909_e,EX M02909[e],,Extracellular exchange
EX_M03117_e,EX M03117[e],,Extracellular exchange
EX_M01872_e,EX M01872[e],,Extracellular exchange
EX_hnifedipine_e,EX hnifedipine[e],,Extracellular exchange
EX_M02449_e,EX M02449[e],,Extracellular exchange
EX_M02451_e,EX M02451[e],,Extracellular exchange
EX_adpman_e,EX adpman[e],,Extracellular exchange
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,,Fructose and mannose metabolism
FCLTm,Ferrochelatase  mitochondrial,,Heme synthesis
FCOAH2,Formyl coa hydrolase,,Fatty acid oxidation
FE2tm,Iron (II) transport,,"Transport, mitochondrial"
FOLR2,Folate reductase,,Folate metabolism
FOLt2_1,Folate Transport via Anion Antiport,,"Transport, extracellular"
FPGS3m,"Folylpolyglutamate synthetase, mitochondrial",,Folate metabolism
FPGS6,Folylpolyglutamate synthetase (DHF),,Folate metabolism
FPGS8,Folylpolyglutamate synthetase (10fthf),,Folate metabolism
FPGS9m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",,Folate metabolism
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCACGALFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCACNGALACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCASE2e,"Alpha-fucosidase, extracellular",,Keratan sulfate degradation
FUCASEly,"Alpha-fucosidase, lysosomal",,N-glycan degradation
FUCFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
FUCFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
FUCFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
FUCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
FUCGALFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
FUMm,Fumarase  mitochondrial,,Citric acid cycle
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial",,"Transport, mitochondrial"
FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial",,"Transport, mitochondrial"
FUT11g,Galactoside 2-alpha-L-fucosyltransferase 1,,Sphingolipid metabolism
FUT12g,Galactoside 2-alpha-L-fucosyltransferase 1,,Blood group synthesis
FUT14g,Galactoside 2-alpha-L-fucosyltransferase 1,,Blood group synthesis
FUT17g,Galactoside 2-alpha-L-fucosyltransferase 1,,Blood group synthesis
FUT18g,Galactoside 2-alpha-L-fucosyltransferase 1,,Blood group synthesis
FUT33g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",,Blood group synthesis
FUT34g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",,Blood group synthesis
FUT35g,"Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",,Blood group synthesis
FUT910g,"Alpha-(1,3)-fucosyltransferase",,Blood group synthesis
FUT92g,"Alpha-(1,3)-fucosyltransferase",,Blood group synthesis
FUT93g,"Alpha-(1,3)-fucosyltransferase",,Blood group synthesis
FUT95g,"Alpha-(1,3)-fucosyltransferase",,Blood group synthesis
FUT98g,"Alpha-(1,3)-fucosyltransferase",,Blood group synthesis
G14T18g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",,Keratan sulfate synthesis
G14T19g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",,Keratan sulfate synthesis
G14T3g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",,Keratan sulfate synthesis
G14T4g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",,Keratan sulfate synthesis
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",,Glycolysis/gluconeogenesis
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,,Arginine and proline metabolism
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,,"Transport, endoplasmic reticular"
GAL3ST11,Galactosylceramide sulfotransferase,,Sphingolipid metabolism
GAL3ST12,Galactosylceramide sulfotransferase,,Sphingolipid metabolism
GALASE11ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALASE14ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALASE18ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALASE3ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALASE5ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALASE6ly,"Beta-galactosidase, lysosomal",,Keratan sulfate degradation
GALC,Galactocerebrosidase,,Sphingolipid metabolism
GALFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
GALGALGALTHCRMte,Transport of Gal-Gal-Gal-Gal-Gal-Glc-Cer ,,"Transport, extracellular"
GALGLUSIDEtg,Galgluside hs intracellular transport,,"Transport, golgi apparatus"
GALGLUSIDEtl,Galgluside hs intracellular transport,,"Transport, lysosomal"
GALGT1,"Beta-1,4 N-acetylgalactosaminyltransferase",,Sphingolipid metabolism
GALGT4,"Beta-1,4 N-acetylgalactosaminyltransferase",,Sphingolipid metabolism
GALNTg,"GalNAc transferase, Golgi apparatus",,O-glycan metabolism
GALOR,D-Galactose:NADP+ 1-oxidoreductase,,Galactose metabolism
GALTg,"UDP-D-galactose:D-xylose galactosyltransferase, Golgi apparatus",,Chondroitin synthesis
GAMt1r,Glucosamine transport (uniport),,"Transport, extracellular"
GAMYe,"Glucoamylase, extracellular (glygn5 -> malt)",,Starch and sucrose metabolism
GAO1,Ganglioside O-acetylation,,Sphingolipid metabolism
GAO2,Ganglioside O-acetylation,,Sphingolipid metabolism
GAO2g,Ganglioside O-acetylation,,Sphingolipid metabolism
GASNASE3ly,"Glycosylasparaginase, lysosomal",,Keratan sulfate degradation
GBAl,Glucosylceramidase,,Sphingolipid metabolism
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial",,Glyoxylate and dicarboxylate metabolism
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,,"Glycine, serine, alanine, and threonine metabolism"
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,,"Glycine, serine, alanine, and threonine metabolism"
GCC2cm,Glycine cleavage complex  lipoamide   mitochondrial,,"Glycine, serine, alanine, and threonine metabolism"
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,,"Glycine, serine, alanine, and threonine metabolism"
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,,"Glycine, serine, alanine, and threonine metabolism"
GCHOLAt,Glycocholate transport via bicarbonate countertransport,,"Transport, extracellular"
GCHOLAtx,Bile acid intracellular transport,,"Transport, peroxisomal"
GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",,Blood group synthesis
GD1B2tg,Gd1b2 hs intracellular transport,,"Transport, golgi apparatus"
GD1Ctg,Gd1c hs  intracellular transport,,"Transport, golgi apparatus"
GDPtg,GDP intracellular transport,,"Transport, golgi apparatus"
GGH_10FTHF5GLUe,"Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular",,Folate metabolism
GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal",,Folate metabolism
GGH_10FTHF6GLUe,"Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular",,Folate metabolism
GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal",,Folate metabolism
GGH_10FTHF7GLUe,"Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular",,Folate metabolism
GGH_5DHFe,"Gamma-glutamyl hydrolase (5DHF), extracellular",,Folate metabolism
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal",,Folate metabolism
GGH_5THFe,"Gamma-glutamyl hydrolase (5THF), extracellular",,Folate metabolism
GGH_6DHFe,"Gamma-glutamyl hydrolase (6DHF), extracellular",,Folate metabolism
GGH_6THFe,"Gamma-glutamyl hydrolase (6THF), extracellular",,Folate metabolism
GGH_6THFl,"Gamma-glutamyl hydrolase (6THF), lysosomal",,Folate metabolism
GGH_7DHFe,"Gamma-glutamyl hydrolase (7DHF), extracellular",,Folate metabolism
GGH_7DHFl,"Gamma-glutamyl hydrolase (7DHF), lysosomal",,Folate metabolism
GGH_7THFl,"Gamma-glutamyl hydrolase (7THF), lysosomal",,Folate metabolism
GGNG,Glycogenin self-glucosylation,,Starch and sucrose metabolism
GGT_L,Geranylgeranyltransferase (liver),,N-glycan synthesis
GGT5r,Gamma-glutamyltransferase 5,,Eicosanoid metabolism
GGT6,Gamma-glutamyltransferase,,Eicosanoid metabolism
GHMT3,Glycine hydroxymethyltransferase,,Lysine metabolism
GLACO,D-Glucuronolactone:NAD+ oxidoreductase,,Vitamin C metabolism
GLACter,"D-glucurono-6,3-lactone transport, endoplasmic reticulum",,"Transport, endoplasmic reticular"
GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",,Starch and sucrose metabolism
GLCAASE1ly,"Beta-glucuronidase, lysosomal",,Heparan sulfate degradation
GLCAASE5ly,"Beta-glucuronidase, lysosomal",,Chondroitin sulfate degradation
GLCAE1g,Chondroitin-glucuronate 5-epimerase,,Chondroitin synthesis
GLCAE2g,Heparosan-N-sulfate-glucuronate 5-epimerase,,Chondroitin synthesis
GLCAT2g,"Chondroitin glucuronyltransferase II, Golgi apparatus",,Chondroitin synthesis
GLCAT3g,"Chondroitin glucuronyltransferase II, Golgi apparatus",,Chondroitin synthesis
GLCAT9g,Heparan glucuronyltransferase II,,Chondroitin synthesis
GLCATg,"UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus",,Chondroitin synthesis
GLCMter,Glucose transport via membrane vesicle,,"Transport, extracellular"
GLCNACASE1ly,"Alpha-N-acetylglucosaminidase, lysosomal",,Heparan sulfate degradation
GLCNACASE2ly,"Alpha-N-acetylglucosaminidase, lysosomal",,Heparan sulfate degradation
GLCNACASE3ly,"Alpha-N-acetylglucosaminidase, lysosomal",,Heparan sulfate degradation
GLCNACASE4ly,"Alpha-N-acetylglucosaminidase, lysosomal",,Heparan sulfate degradation
GLCNACT1g,"Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus",,Chondroitin synthesis
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,,Chondroitin synthesis
GLCNACT4g,Alpha-N-acetylglucosaminyltransferase II,,Chondroitin synthesis
GLCt1,Glucose transport  uniport ,,"Transport, extracellular"
GLCt2_2,D-glucose transport in via proton symport,,"Transport, extracellular"
GLCtg,"Glucose transport, Golgi apparatus",,"Transport, golgi apparatus"
GLCURter,Glucuronate endoplasmic reticular transport,,"Transport, endoplasmic reticular"
GLCURtly,Glucuronate transport into lysososme,,"Transport, lysosomal"
GLDBRAN,Glycogen debranching enzyme,,Starch and sucrose metabolism
GLNLASEer,"Gluconolactonase, endoplasmic reticulum",,Vitamin C metabolism
GLNSERNaEx,L-serine/L-glutamine Na-dependent exchange (Gln-L in),,"Transport, extracellular"
GLNTHRNaEx,L-threonine/L-glutamine Na-dependent exchange (Gln-L in),,"Transport, extracellular"
GLNtN1,"Glutamine transport (Na, H coupled)",,"Transport, extracellular"
GLU5Km,Glutamate 5-kinase (m),,Urea cycle
GLUCYS,Gamma-glutamylcysteine synthetase,,Glutathione metabolism
GLUDC,Glutamate Decarboxylase,,Glutamate metabolism
GDHm,"Glutamate dehydrogenase, mitochondria",,Glutamate metabolism
GLUDym,"Glutamate dehydrogenase (NADP), mitochondrial",,Glutamate metabolism
GluForTx,Formimidoyltransferase cyclodeaminase,,Histidine metabolism
GLUNm,Glutaminase (mitochondrial),,Glutamate metabolism
GLUt2m,"Amino acid transporter (glu-L), mitochondrial",,"Transport, mitochondrial"
GLUt7l,"Glutamate transport, lysosomal",,"Transport, lysosomal"
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),,Tryptophan metabolism
GLUtr,Intracellular transport,,"Transport, endoplasmic reticular"
