metabolite_id,metabolite_name,metabolite_no_compartment,compartment
phpyr_e,Phenylpyruvate,phpyr,e
3ohsebcoa_x,3-Hydroxy-Sebacoyl Coenzyme A,3ohsebcoa,x
acnam_e,N-Acetylneuraminate,acnam,e
3ohsebac_x,3-Hydroxy-Sebacic Acid,3ohsebac,x
3ohsebac_c,3-Hydroxy-Sebacic Acid,3ohsebac,c
tym_e,Tyramine,tym,e
2hyoxplac_e,2-Hydroxyphenylacetate,2hyoxplac,e
band_c,"Band membrane protein (universal, erythrocyte -> 2.1,3,4.1)",band,c
lanost_e,Lanosterol C30H50O,lanost,e
3ohsebac_e,3-Hydroxy-Sebacic Acid,3ohsebac,e
bandmt_c,"Band membrane protein (methylated, universal, erythrocyte -> 2.1,3,4.1)",bandmt,c
3ohsubcoa_x,3-Hydoxy-Suberyl Coenzyme A,3ohsubcoa,x
3mox4hoxm_e,3-Methoxy-4-hydroxymandelate,3mox4hoxm,e
3ohsubac_x,3-Hydoxy-Suberic Acid,3ohsubac,x
dhmtp_c,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",dhmtp,c
3ohsubac_c,3-Hydoxy-Suberic Acid,3ohsubac,c
glx_e,Glyoxylate,glx,e
CE4970_c,2-methylbutyrylglycine,CE4970,c
etha_e,Ethanolamine,etha,e
CE4970_e,2-methylbutyrylglycine,CE4970,e
3ohsubac_e,3-Hydoxy-Suberic Acid,3ohsubac,e
caproic_c,Caproic Acid,caproic,c
ppp9_c,Protoporphyrin,ppp9,c
5ohhexa_c,5-Hydroxyhexanoic Acid,5ohhexa,c
CE2026_c,3-methylcrotonoylglycine,CE2026,c
CE2026_e,3-methylcrotonoylglycine,CE2026,e
CE5072_e,21-hydroxyallopregnanolone,CE5072,e
CE4968_c,Isovalerylglycine,CE4968,c
CE4968_e,Isovalerylglycine,CE4968,e
actyr_m,N-Acetyl-Tyrosine,actyr,m
5ohhexa_e,5-Hydroxyhexanoic Acid,5ohhexa,e
7ohocata_c,7-Hydroxy-Octanoate,7ohocata,c
7ohocata_e,7-Hydroxy-Octanoate,7ohocata,e
ethmalcoa_c,Ethylmalonyl Coenzyme A,ethmalcoa,c
11docrtsl_e,11docrtsl c,11docrtsl,e
ethmalac_c,Ethylmalonic Acid,ethmalac,c
actyr_c,N-Acetyl-Tyrosine,actyr,c
actyr_e,N-Acetyl-Tyrosine,actyr,e
11docrtstrn_e,11-Deoxycorticosterone,11docrtstrn,e
sucacetat_c,Succinyl-Acetoacetate,sucacetat,c
ethmalac_e,Ethylmalonic Acid,ethmalac,e
hexgly_c,Hexanoyl-Glycine,hexgly,c
prgnlone_e,Prgnlone c,prgnlone,e
hexgly_e,Hexanoyl-Glycine,hexgly,e
sucaceto_c,Succinylacetone,sucaceto,c
CE2211_e,Allopregnanolone,CE2211,e
sucaceto_e,Succinylacetone,sucaceto,e
methsuccoa_c,Methyl-Succinyl Coenzyme A,methsuccoa,c
17ahprgstrn_e,17alpha-Hydroxyprogesterone,17ahprgstrn,e
methsucc_c,Methyl-Succinate,methsucc,c
vanilpyr_c,Vanilpyruvic Acid,vanilpyr,c
17ahprgnlone_e,17alpha-Hydroxypregnenolone,17ahprgnlone,e
vanillac_c,Vanil-Lactate,vanillac,c
CE2176_m,3-O-methyldopa,CE2176,m
methsucc_e,Methyl-Succinate,methsucc,e
subgly_c,Suberyl-Glycine,subgly,c
C03681_e,"5alpha-Pregnane-3,20-dione",C03681,e
subgly_e,Suberyl-Glycine,subgly,e
nacvanala_m,N-Acetylvanilalanine,nacvanala,m
prgnlones_e,Pregnenolone sulfate,prgnlones,e
nacvanala_c,N-Acetylvanilalanine,nacvanala,c
4ohbut_m,4-Hydroxy-Butyrate,4ohbut,m
CE1352_e,17Alpha-Hydroxypregnenolone Sulfate,CE1352,e
4ohbut_c,4-Hydroxy-Butyrate,4ohbut,c
4ohbut_e,4-Hydroxy-Butyrate,4ohbut,e
peste_hs_c,1-Stearoylglycerophosphoethanolamine,peste,c
nacvanala_e,N-Acetylvanilalanine,nacvanala,e
vanillac_e,Vanil-Lactate,vanillac,e
2h3mv_c,2-Hydroxy-3-Methyl-Valerate,2h3mv,c
mma_e,Methylamine,mma,e
2h3mv_e,2-Hydroxy-3-Methyl-Valerate,2h3mv,e
2hiv_c,2-Hydroxy-Isovalerate,2hiv,c
2hydog_c,2-Hydroxy-Glutarate,2hydog,c
2hydog_e,2-Hydroxy-Glutarate,2hydog,e
C05769_e,Coproporphyrin I,C05769,e
glutar_c,Glutarate,glutar,c
2hiv_e,2-Hydroxy-Isovalerate,2hiv,e
2m3hbu_m,2-Methyl-3-Hydroxy-Butyrate,2m3hbu,m
mhista_e,N-Methylhistamine,mhista,e
2m3hbu_c,2-Methyl-3-Hydroxy-Butyrate,2m3hbu,c
thexdd_m,"7Z,10Z-Hexadecadienoic Acid",thexdd,m
CE2006_e,4-hydroxy-2-nonenal,CE2006,e
thexdd_c,"7Z,10Z-Hexadecadienoic Acid",thexdd,c
2m3hbu_e,2-Methyl-3-Hydroxy-Butyrate,2m3hbu,e
n8aspmd_e,N8-Acetylspermidine,n8aspmd,e
2m3ovcoa_m,2-Methyl-3-Oxo-Valeryl Coenzyme A,2m3ovcoa,m
2m3ovac_m,2-Methyl-3-Oxo-Valerate,2m3ovac,m
thexdd_e,"7Z,10Z-Hexadecadienoic Acid",thexdd,e
hexdtr_m,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",hexdtr,m
CE4890_e,N-methylsalsolinol,CE4890,e
hexdtr_c,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",hexdtr,c
C09642_e,(-)-Salsolinol,C09642,e
hexdtr_e,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",hexdtr,e
hpdececoa_m,Trans-Delta-2-Heptadecanoyl Coenzyme A,hpdececoa,m
ppp9_e,Protoporphyrin,ppp9,e
hpdece_m,Trans-Delta-2-Heptadecanoic Acid,hpdece,m
12ppd__R_e,"(R)-Propane-1,2-diol",12ppd,e
mlthf_e,"5,10-Methylenetetrahydrofolate",mlthf,e
ametam_e,S-Adenosylmethioninamine,ametam,e
xylu__L_e,L-Xylulose,xylu,e
hpdece_c,Trans-Delta-2-Heptadecanoic Acid,hpdece,c
hpdece_e,Trans-Delta-2-Heptadecanoic Acid,hpdece,e
trypta_e,Tryptamine cytosol,trypta,e
eic21114tr_c,"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid",eic21114tr,c
xylu__D_e,D-Xylulose,xylu,e
selmeth_e,Selenomethionine,selmeth,e
CE0737_e,Malonic dialdehyde,CE0737,e
eic21114tr_e,"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid",eic21114tr,e
CE7090_e,18R-HEPE,CE7090,e
5eipenc_m,"5,8,11,14,17-Eicosapentenoic Acid",5eipenc,m
5eipenc_c,"5,8,11,14,17-Eicosapentenoic Acid",5eipenc,c
sphings_e,Sphingosine cytosol,sphings,e
im4ac_e,Imidazole-4-acetate,im4ac,e
CE7085_e,5-HEPE; 5-hydroxyeicosapentaenoate,CE7085,e
aact_e,Aminoacetone,aact,e
5eipenc_e,"5,8,11,14,17-Eicosapentenoic Acid",5eipenc,e
CE7096_e,"5,15-DiHETE",CE7096,e
T4hcinnm_e,Trans 4 Hydroxycinnamate C9H7O3,T4hcinnm,e
sphgn_e,Sphinganine C18H40NO2,sphgn,e
C13856_e,2-Arachidonoylglycerol,C13856,e
CE4877_e,15-deoxy-prostaglandin J2,CE4877,e
prist_e,Pristanic acid,prist,e
agm_c,Agmatine,agm,c
agm_e,Agmatine,agm,e
CE1447_c,11-dehydrothromboxane B2,CE1447,c
andrstndn_e,"Androst-4-ene-3,17-dione",andrstndn,e
CE2049_e,"12,13-hydroxyoctadec-9(Z)-enoate",CE2049,e
CE1447_e,11-dehydrothromboxane B2,CE1447,e
CE2047_e,"9,10-hydroxyoctadec-12(Z)-enoate",CE2047,e
eandrstrn_c,16alpha-hydroxydehydroepiandrosterone,eandrstrn,c
C05770_e,Coproporphyrin Iii,C05770,e
eandrstrn_e,16alpha-hydroxydehydroepiandrosterone,eandrstrn,e
fdp_e,"D-Fructose 1,6-bisphosphate",fdp,e
CE2705_e,"7,8-Dihydrobiopterin",CE2705,e
coke_e,Cocaine,coke,e
coke_c,Cocaine,coke,c
ahandrostan_c,3alpha-Hydroxy-5beta-androstan-17-one,ahandrostan,c
13dampp_e,1 3 Diaminopropane C3H12N2,13dampp,e
ahandrostan_e,3alpha-Hydroxy-5beta-androstan-17-one,ahandrostan,e
5a2opntn_e,5-Amino-2-oxopentanoate,5a2opntn,e
hdd2crn_e,Trans-Hexadec-2-enoyl carnitine,hdd2crn,e
5a2opntn_c,5-Amino-2-oxopentanoate,5a2opntn,c
andrstandn_c,"5alpha-androstane-3,17-dione",andrstandn,c
N1aspmd_e,N1-Acetylspermidine,N1aspmd,e
andrstandn_e,"5alpha-androstane-3,17-dione",andrstandn,e
arg__D_c,D-Arginine,arg,c
CE1918_e,5-hydroxytryptophol,CE1918,e
arg__D_e,D-Arginine,arg,e
dopa4sf_c,Dopamine 4-O-Sulphate,dopa4sf,c
CE2209_e,"5alpha-androstane-3alpha,17beta-diol",CE2209,e
C05301_e,2-Hydroxyestradiol-17beta,C05301,e
34dhoxmand_e,"3,4-Dihydroxymandelate",34dhoxmand,e
C05299_e,2-Methoxyestrone,C05299,e
dopa4glcur_c,Dopamine-4-O-Glucuronide,dopa4glcur,c
CE6205_e,5-methoxytryptophol,CE6205,e
dopa3glcur_c,Dopamine-3-O-Glucuronide,dopa3glcur,c
C05302_e,2-Methoxyestradiol-17beta,C05302,e
1a25dhvitd3_e,"1-alpha,25-Dihydroxyvitamin D3",1a25dhvitd3,e
34dhpe_c,"3,4-Dihydroxyphenylethanol",34dhpe,c
CE4969_c,Isobutyrylglycine,CE4969,c
dopa4sf_e,Dopamine 4-O-Sulphate,dopa4sf,e
CE4969_e,Isobutyrylglycine,CE4969,e
dopa4glcur_e,Dopamine-4-O-Glucuronide,dopa4glcur,e
CE1310_c,N-acetyl-L-cysteine,CE1310,c
dopa3glcur_e,Dopamine-3-O-Glucuronide,dopa3glcur,e
CE5026_e,5-S-glutathionyl-L-DOPA,CE5026,e
5cysgly34dhphe_e,5-S-Cysteinylglycine Dopa,5cysgly34dhphe,e
hhxdcal_c,2-Hydroxyhexadecanal,hhxdcal,c
34dhpe_e,"3,4-Dihydroxyphenylethanol",34dhpe,e
gd3_hs_m,GD3 (homo sapiens),gd3,m
CE1310_e,N-acetyl-L-cysteine,CE1310,e
15HPET_x,15-Hydroperoxyeicosatetraenoic acid,15HPET,x
CE1261_e,5-S-Cysteinyldopa,CE1261,e
4hbz_c,4-Hydroxybenzoate,4hbz,c
6hddopaqn_c,6-Hydroxydopamine-Quinone,6hddopaqn,c
M02956_e,Tags-Chylomicron-Pool,M02956,e
M00234_e,"1,2-Diacylglycerol-Chylomicron-Pool",M00234,e
sucsal_c,Succinic semialdehyde,sucsal,c
M01807_e,Fatty-Acid-Chylomicron-Pool,M01807,e
5cysdopa_c,5-S-Cysteinyldopamine,5cysdopa,c
23dh1i56dio_c,"2,3-Dihydro-1H-Indole-5,6-Dione",23dh1i56dio,c
sucsal_e,Succinic semialdehyde,sucsal,e
4glu56dihdind_c,"4-S-Glutathionyl-5,6-Dihydroxyindoline",4glu56dihdind,c
M00503_e,Monoacylglycerol-Chylomicron-Pool,M00503,e
CE7081_c,15(R)-HEPE,CE7081,c
M00241_e,"1,2-Diacylglycerol-VLDL-Pool",M00241,e
M01820_e,Fatty-Acid-VLDL-Pool,M01820,e
ind56qn_c,"Indole-5,6-Quinone",ind56qn,c
4glu56dihdind_e,"4-S-Glutathionyl-5,6-Dihydroxyindoline",4glu56dihdind,e
CE7081_e,15(R)-HEPE,CE7081,e
5cysdopa_e,5-S-Cysteinyldopamine,5cysdopa,e
egme_c,Ecgonine methyl ester,egme,c
CE5025_e,5-S-glutathionyl-dopamine,CE5025,e
M00510_e,1-Acylglycerol-VLDL-Pool,M00510,e
egme_e,Ecgonine methyl ester,egme,e
M00003_e,10Z-Heptadecenoic Acid,M00003,e
CE2172_e,"6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline",CE2172,e
12harachd_c,12 hydroxy arachidonic acid,12harachd,c
CE5629_e,"1,2-dehydrosalsolinol",CE5629,e
M00008_e,"11Z,14Z-Eicosadienoic Acid",M00008,e
12harachd_e,12 hydroxy arachidonic acid,12harachd,e
M00010_e,"11Z,14Z,17Z-Eicosatrienoic Acid",M00010,e
Rtotal_r,Rtotal c,Rtotal,r
18harachd_c,18 hydroxy arachidonic acid,18harachd,c
dhcrm_hs_r,Dihydroceramide (homo sapiens),dhcrm,r
M00017_e,13Z-Eicosenoic Acid,M00017,e
18harachd_e,18 hydroxy arachidonic acid,18harachd,e
M00019_e,13Z-Octadecenoic Acid,M00019,e
Rtotal_g,Rtotal c,Rtotal,g
sql_c,Squalene C30H50,sql,c
sphings_g,Sphingosine cytosol,sphings,g
sql_e,Squalene C30H50,sql,e
sphgn_g,Sphinganine C18H40NO2,sphgn,g
dhcrm_hs_g,Dihydroceramide (homo sapiens),dhcrm,g
M00021_e,"13Z,16Z-Docosadienoic Acid",M00021,e
M00115_e,7Z-Octadecenoic Acid,M00115,e
orn__D_c,D-Ornithine,orn,c
M00117_e,7Z-Tetradecenoic Acid,M00117,e
phcrm_hs_g,Phytoceramide,phcrm,g
orn__D_e,D-Ornithine,orn,e
phsphings_g,Phytosphingosine,phsphings,g
M00260_e,"10Z,13Z,16Z,19Z-Docosatetraenoic Acid",M00260,e
5g2oxpt_c,2-Oxoarginine,5g2oxpt,c
M00265_e,"10Z,13Z,16Z-Docosatriynoic Acid",M00265,e
M00315_e,"12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid",M00315,e
phcrm_hs_r,Phytoceramide,phcrm,r
phsphings_r,Phytosphingosine,phsphings,r
5g2oxpt_e,2-Oxoarginine,5g2oxpt,e
galgluside_hs_e,Galactosyl glucosyl ceramide,galgluside,e
M00341_e,"13Z,16Z,19Z-Docosatrienoic Acid",M00341,e
dhea_e,Dehydroepiandrosterone,dhea,e
M01197_e,7Z-Hexadecenoic Acid,M01197,e
M01207_e,"8Z,11Z-Eicosadienoic Acid",M01207,e
gluside_hs_e,Glucocerebroside (homo sapiens),gluside,e
estrone_e,Estrone cytosol,estrone,e
gm2_hs_l,Ganglioside GM2 (homo sapiens),gm2,l
M01235_e,9Z-Eicosenoic Acid,M01235,e
C05298_e,2-Hydroxyestrone,C05298,e
M01238_e,9Z-Heptadecenoic Acid,M01238,e
gm1_hs_l,Ganglioside GM1 (homo sapiens),gm1,l
M01582_e,11Z-Docosenoic Acid,M01582,e
ga2_hs_l,GA2 (homo sapiens),ga2,l
HC02020_c,Cholesterol-ester-palm,HC02020,c
ga1_hs_l,GA1 (homo sapiens),ga1,l
M02053_e,Heneicosanoic Acid,M02053,e
HC02020_e,Cholesterol-ester-palm,HC02020,e
M02457_e,"5Z,8Z,11Z-Eicosatrienoic Acid",M02457,e
gd2_hs_l,GD2 (homo sapiens),gd2,l
xol24oh_c,24-Hydroxycholesterol,xol24oh,c
gd1b_hs_l,GD1b (homo sapiens),gd1b,l
M02613_e,Nonadecanoic Acid,M02613,e
M02745_e,5Z-Tetradecenoic Acid,M02745,e
phcrm_hs_c,Phytoceramide,phcrm,c
xol24oh_e,24-Hydroxycholesterol,xol24oh,e
gd3_hs_e,GD3 (homo sapiens),gd3,e
M03045_e,Tricosanoic Acid,M03045,e
xol27oh_e,27-Hydroxycholesterol,xol27oh,e
M03051_e,Tridecanoic Acid,M03051,e
gm3_hs_e,Ganglioside GM3 (homo sapiens),gm3,e
xol25oh_c,25-Hydroxycholesterol,xol25oh,c
ga1_hs_e,GA1 (homo sapiens),ga1,e
M03153_e,17Z-Hexacosenoic Acid,M03153,e
xol25oh_e,25-Hydroxycholesterol,xol25oh,e
M02560_e,Nefa-Blood-Pool-In,M02560,e
M02561_e,Nefa-Blood-Pool-Out,M02561,e
gd3_hs_l,GD3 (homo sapiens),gd3,l
thcrm_hs_l,Trihexosyl ceramide (homo sapiens),thcrm,l
gm1_hs_e,Ganglioside GM1 (homo sapiens),gm1,e
gm2_hs_e,Ganglioside GM2 (homo sapiens),gm2,e
C01601_e,Nonanoate,C01601,e
M02909_e,Smcfa-Blood-Pool,M02909,e
dsmsterol_e,"Desmosterol; 3beta-cholesta-5,24-dien-3-ol",dsmsterol,e
M02108_e,Heptylic Acid,M02108,e
gm3_hs_l,Ganglioside GM3 (homo sapiens),gm3,l
chsterols_e,Cholesterol sulfate,chsterols,e
gm1_hs_c,Ganglioside GM1 (homo sapiens),gm1,c
M03117_e,Undecylic Acid,M03117,e
3ityr__L_e,3-Iodo-L-tyrosine,3ityr,e
M03134_e,Valeric Acid,M03134,e
gd1a_hs_c,GD1a (homo sapiens),gd1a,c
gd1b_hs_c,GD1b (homo sapiens),gd1b,c
xolest2_hs_l,Cholesterol ester (from FULLR2),xolest2,l
35diotyr_e,"3,5-Diiodo-L-tyrosine",35diotyr,e
xolest2_hs_r,Cholesterol ester (from FULLR2),xolest2,r
gt1b_hs_c,GT1b (homo sapiens),gt1b,c
13_cis_retn_e,13-cis-retinoate,13,e
ga1_hs_c,GA1 (homo sapiens),ga1,c
M03134_c,Valeric Acid,M03134,c
CE1617_e,9-cis-retinoate,CE1617,e
M02694_c,Pentanoyl Coenzyme A,M02694,c
ga2_hs_c,GA2 (homo sapiens),ga2,c
HC00005_e,ApoB100,HC00005,e
gm2_hs_c,Ganglioside GM2 (homo sapiens),gm2,c
M02694_m,Pentanoyl Coenzyme A,M02694,m
M02108_c,Heptylic Acid,M02108,c
gm1b_hs_e,GM1b (homo sapiens),gm1b,e
HC00006_e,ApoC1,HC00006,e
gd1a_hs_e,GD1a (homo sapiens),gd1a,e
M02107_c,Heptanoyl Coenzyme A,M02107,c
HC00007_e,ApoC2,HC00007,e
M02107_m,Heptanoyl Coenzyme A,M02107,m
gd1b_hs_e,GD1b (homo sapiens),gd1b,e
HC00008_e,ApoC3,HC00008,e
gt1b_hs_e,GT1b (homo sapiens),gt1b,e
M02616_c,Nonanoyl Coenzyme A,M02616,c
HC00009_e,ApoE,HC00009,e
M02616_m,Nonanoyl Coenzyme A,M02616,m
gd2_hs_e,GD2 (homo sapiens),gd2,e
idl_hs_e,Intermediate Density Lipoprotein,idl,e
gm1_hs_n,Ganglioside GM1 (homo sapiens),gm1,n
M03117_c,Undecylic Acid,M03117,c
ldl_hs_e,Low Density Lipoprotein,ldl,e
M03116_c,Undecanoyl Coenzyme A,M03116,c
gd1a_hs_n,GD1a (homo sapiens),gd1a,n
hdl_hs_e,High Density Lipoprotein,hdl,e
dag_hs_g,Diacylglycerol (homo sapiens),dag,g
pchol_hs_n,Phosphatidylcholine (homo sapiens),pchol,n
M03116_m,Undecanoyl Coenzyme A,M03116,m
M03051_c,Tridecanoic Acid,M03051,c
myelin_hs_c,Myelin Sheath,myelin,c
M03050_c,Tridecanoyl Coenzyme A,M03050,c
sphmyln_hs_n,Sphingomyelin (homo sapiens),sphmyln,n
HC00460_e,"2,5-dihydroxybenzoate",HC00460,e
phsphings_c,Phytosphingosine,phsphings,c
M00129_c,9E-Tetradecenoyl Coenzyme A,M00129,c
fna5moxam_e,Formyl-N-acetyl-5-methoxykynurenamine,fna5moxam,e
M00117_c,7Z-Tetradecenoic Acid,M00117,c
HC10784_c,Cis-Myrist-7-Enoyl Coenzyme A,HC10784,c
phsph1p_c,Phytosphingosine-1-Phosphate,phsph1p,c
CE5643_e,Peroxynitrite,CE5643,e
sphings_n,Sphingosine cytosol,sphings,n
sphs1p_n,Sphingosine 1-phosphate,sphs1p,n
M02745_c,5Z-Tetradecenoic Acid,M02745,c
CE1401_e,Homocysteine thiolactone,CE1401,e
M01141_c,5Z-Tetradecenoyl Coenzyme A,M01141,c
sphgn_n,Sphinganine C18H40NO2,sphgn,n
glucys_e,Gamma-L-Glutamyl-L-cysteine,glucys,e
sph1p_n,Sphinganine 1 phosphate C18H39NO5P,sph1p,n
M01197_c,7Z-Hexadecenoic Acid,M01197,c
M01191_c,7Z-Hexadecenoyl Coenzyme A,M01191,c
cholp_n,Choline phosphate C5H13NO4P,cholp,n
melatn_e,Melatn c,melatn,e
cmpacna_e,CMP-N-acetylneuraminate,cmpacna,e
M00003_c,10Z-Heptadecenoic Acid,M00003,c
6hoxmelatn_e,6hoxmelatn c,6hoxmelatn,e
M00004_c,10Z-Heptadecenoyl Coenzyme A,M00004,c
M01238_c,9Z-Heptadecenoic Acid,M01238,c
gda1_hs_n,Gda1 Hs,gda1,n
C10164_e,Picolinic acid; pyridine-2-carboxylic acid,C10164,e
M01237_c,9Z-Heptadecenoyl Coenzyme A,M01237,c
C05767_e,Uroporphyrin I,C05767,e
M00019_c,13Z-Octadecenoic Acid,M00019,c
M00010_c,"11Z,14Z,17Z-Eicosatrienoic Acid",M00010,c
M00012_c,"11Z,14Z,17Z-Eicosatrienoyl Coenzyme A",M00012,c
M00020_c,13Z-Octadecenoyl Coenzyme A,M00020,c
ppbng_e,Porphobilinogen,ppbng,e
vacccoa_c,Vaccenyl coenzyme A,vacccoa,c
M00341_c,"13Z,16Z,19Z-Docosatrienoic Acid",M00341,c
M01077_m,"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol",M01077,m
M00343_c,"13Z,16Z,19Z-Docosatrienoyl Coenzyme A",M00343,c
M00260_c,"10Z,13Z,16Z,19Z-Docosatetraenoic Acid",M00260,c
M00315_c,"12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid",M00315,c
M00008_c,"11Z,14Z-Eicosadienoic Acid",M00008,c
M00127_c,9E-Octadecenoic Acid,M00127,c
M00115_c,7Z-Octadecenoic Acid,M00115,c
M00116_c,7Z-Octadecenoyl Coenzyme A,M00116,c
M02613_c,Nonadecanoic Acid,M02613,c
M02612_c,Nonadecanoyl Coenzyme A,M02612,c
M00017_c,13Z-Eicosenoic Acid,M00017,c
M00021_c,"13Z,16Z-Docosadienoic Acid",M00021,c
M00023_c,"13Z,16Z-Docosadienoyl Coenzyme A",M00023,c
M01080_m,"5Beta-Cholestane-3Alpha,7Alpha,24-Triol",M01080,m
M00265_c,"10Z,13Z,16Z-Docosatriynoic Acid",M00265,c
M00018_c,13Z-Eicosenoyl Coenzyme A,M00018,c
M01076_m,"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S),27-Pentol",M01076,m
M01235_c,9Z-Eicosenoic Acid,M01235,c
HC02048_c,Acyl Coenzyme A-Ld-Sm-Pool,HC02048,c
M01079_m,"5Beta-Cholestane-3Alpha,7Alpha,24,26-Tetrol",M01079,m
HC02042_c,1-Acylglycerol-3P-Ld-Sm-Pool,HC02042,c
M01236_c,9Z-Eicosenoyl Coenzyme A,M01236,c
M00746_m,"3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Al",M00746,m
M01207_c,"8Z,11Z-Eicosadienoic Acid",M01207,c
clpn_hs_m,Cardiolipin (homo sapiens),clpn,m
M00753_m,"3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestan-26-Al",M00753,m
HC02050_c,Phosphatidate-Ld-Pc-Pool,HC02050,c
M00123_c,"8Z,11Z-Eicosadienoyl Coenzyme A",M00123,c
M02457_c,"5Z,8Z,11Z-Eicosatrienoic Acid",M02457,c
M02977_m,TetraHCA,M02977,m
M00101_c,"5Z,8Z,11Z-Eicosatrienoyl Coenzyme A",M00101,c
HC02051_c,Phosphatidate-Ld-Pe-Pool,HC02051,c
HC02054_c,Phosphatidate-Ld-Sm-Pool,HC02054,c
M00742_m,"3,7,24THCA",M00742,m
HC02056_c,"1,2-Diacylglycerol-Ld-Pc-Pool",HC02056,c
M02053_c,Heneicosanoic Acid,M02053,c
M02977_c,TetraHCA,M02977,c
M02052_c,Heneicosanoyl Coenzyme A,M02052,c
M01582_c,11Z-Docosenoic Acid,M01582,c
HC02057_c,"1,2-Diacylglycerol-Ld-Pe-Pool",HC02057,c
HC02060_c,"1,2-Diacylglycerol-Ld-Sm-Pool",HC02060,c
M00742_c,"3,7,24THCA",M00742,c
M02686_c,Pe-Nme-Ld-Pool,M02686,c
M00006_c,11Z-Docosenoyl Coenzyme A,M00006,c
M03045_c,Tricosanoic Acid,M03045,c
M00615_c,25(R)Tetrahca Coenzyme A,M00615,c
M03047_c,Tricosanoyl Coenzyme A,M03047,c
M02758_c,Phosphatidyl-N-Dimethylethanolamine,M02758,c
HC02076_c,1-Acylglycerol-Ld-Sm-Pool,HC02076,c
M00743_c,"3,7,24Thca Coenzyme A",M00743,c
HC02070_c,Fatty-Acid-Ld-Sm-Pool,HC02070,c
M03153_c,17Z-Hexacosenoic Acid,M03153,c
M00615_x,25(R)Tetrahca Coenzyme A,M00615,x
M02112_c,17Z-Hexacosenoyl Coenzyme A,M02112,c
sphmyln_hs_r,Sphingomyelin (homo sapiens),sphmyln,r
M00743_x,"3,7,24Thca Coenzyme A",M00743,x
galgluside_hs_r,Galactosyl glucosyl ceramide,galgluside,r
vacccoa_m,Vaccenyl coenzyme A,vacccoa,m
galgbside_hs_c,Galactosylgloboside (homo sapiens),galgbside,c
M00625_m,27-Hydroxycholesterol,M00625,m
M02197_c,"N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide",M02197,c
M00625_c,27-Hydroxycholesterol,M00625,c
M02491_c,Monosialylgalactosylgloboside,M02491,c
M00979_c,"7Alpha,26-Dihydroxycholest-4-En-3-One",M00979,c
M03131_c,V3(Neuac)2-Gb5Cer ((Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1),M03131,c
M00127_m,9E-Octadecenoic Acid,M00127,m
M00977_c,"7Alpha,12Alpha,26-Trihydroxycholest-4-En-3-One",M00977,c
M02638_c,Octadecenoylcarnitine(11),M02638,c
gm1b_hs_c,GM1b (homo sapiens),gm1b,c
gm3_hs_c,Ganglioside GM3 (homo sapiens),gm3,c
M02012_l,Gm2A,M02012,l
M01082_c,"5Beta-Cholestan-7Alpha,12Alpha,27-Triol-3-One",M01082,c
M02013_l,Gm2A:Gm2-Ganglioside,M02013,l
M02638_m,Octadecenoylcarnitine(11),M02638,m
M01084_c,"7Alpha,26-Dihydroxy-5Beta-Cholestan-3-One",M01084,c
M00116_m,7Z-Octadecenoyl Coenzyme A,M00116,m
M02611_c,Nonadecanoylcarnitine,M02611,c
gd2_hs_c,GD2 (homo sapiens),gd2,c
acglcgalgluside_hs_c,(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1,acglcgalgluside,c
20ahchsterol_r,20alpha-hydroxy cholesterol,20ahchsterol,r
galacglcgalgluside_hs_c,Lc4Cer,galacglcgalgluside,c
M02611_m,Nonadecanoylcarnitine,M02611,m
M01989_c,Glycodeoxycholic Acid,M01989,c
M02612_m,Nonadecanoyl Coenzyme A,M02612,m
M02195_c,Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1Cer,M02195,c
M02155_c,Hyodesoxycholic Acid,M02155,c
galfucgalacglcgalgluside_hs_c,Type IB glycolipid,galfucgalacglcgalgluside,c
M00606_m,"Cholest-5-En-3Beta,22R-Diol",M00606,m
acgalfucgalacglcgalgluside_hs_c,Type IA glycolipid,acgalfucgalacglcgalgluside,c
M01776_c,Eicosenoylcarnitine(7),M01776,c
M02683_c,Paragloboside,M02683,c
M00579_m,"Cholest-5-En-3Beta,20R,22R-Triol",M00579,m
acngal14acglcgalgluside_hs_c,Sialyl-3-paragloboside,acngal14acglcgalgluside,c
